Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operation Monitoring,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
43-4031.01,Court Clerks,2.75,4,3,3.25,3.25,1,1,1,2.38,2.75,2,1,1.38,2,2.12,3.25,2.88,1.25,1.88,1.25,2.75,1.25,1.62,3.75,1,1,3,3.12,3.88,2.12,2.12,1,3.5,1,3.75
43-4031.02,Municipal Clerks,2.88,3.88,2.75,3.25,3.25,1,1.12,1,1.88,2.88,1.75,2.62,1.38,1.88,2.25,3,2.25,1.12,1.25,1.62,2.25,1.12,1.62,3.5,1,1.12,2.62,3,3.75,2.25,2,1.12,3.25,1,3.62
43-4031.03,License Clerks,2.75,3.88,2.5,2.88,3.38,1,1,1,2.5,2.75,2.5,1.12,1.25,1.88,2.12,2.88,2.75,1.25,1.12,1.12,2.5,1.12,1.25,3.25,1,1,3,3.38,4,2.12,2.12,1,2.62,1,3.12
43-4041.01,Credit Authorizers,3.12,4.12,3.38,3.12,3.62,1,1,1,2.62,3.62,2.62,1.88,1.62,2.75,2.5,3,3.12,1,1,1,2.88,1.25,1,3.75,1,1,2.75,3.5,4,2.38,2.38,1,3.5,1,3.62
43-4041.02,Credit Checkers,3.12,4.12,2.75,3,3.5,1,1,1,2,3.12,2.12,1,1,2.12,2,3.12,2.75,1,1.12,1,2.5,1.12,1,3.5,1,1.25,2.5,3.12,3.75,2.12,2.25,1,2.88,1,3.25
43-4051.00,Customer Service Representatives,3,3.88,2.88,3.25,3.38,1,1,1,2.75,2.88,2.5,1.25,1,2.38,2.25,3,3.12,1,2,1.75,3.5,1.5,1,3.5,1,1.12,3.75,3.25,3.88,2.38,2.12,1.5,3.12,1,3.38
43-4051.03,Patient Representatives,3.38,4.38,3.25,3.62,3.75,1,1,1,3.25,3.38,3.12,2,1.88,2.88,2.12,3.38,3.38,1,1.88,1.25,3.62,1.75,1.25,3.62,1,1.75,4,4,3.88,2.75,2.75,1.62,3.5,1,3.38
43-4061.00,"Eligibility Interviewers, Government Programs",2.88,4.38,3.38,3.12,3.75,1,1,1,2.38,3.12,2.5,1.5,1.38,2.62,2.12,2.88,3.12,1,1.25,1.25,3,1.25,1.12,3.88,1,1.62,3.62,3.75,4.5,2.38,2,1,3.12,1,3.62
43-4071.00,File Clerks,2.62,3.38,2.62,2.62,3.12,1,1.12,1,2.38,2.88,2.38,1.38,2,2.25,2,2.88,2.5,1.62,1,1.62,2.25,1.38,2,3.75,1,1,2.88,2.88,3.38,2.38,2.25,1.38,3.12,1,3.12
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.75,3.38,2.75,3.25,2.88,1,1,1,2.62,2.88,2.5,1.38,1.25,2.62,2.75,2.88,2.62,1.25,1.88,1.38,2.88,1.62,1.5,3,1,1,3.5,3.62,3.5,2.25,2.38,1.62,2.75,1,2.88
43-4111.00,"Interviewers, Except Eligibility and Loan",2.5,3.75,2.75,2.88,3,1,1,1,2.62,2.75,2.5,1.25,1,2.62,2.25,2.88,2.62,1.38,2,2.12,2.88,1.88,1.5,3.38,1,1.25,3.12,3.12,3.62,2.5,2,1.12,2.88,1,3
43-4121.00,"Library Assistants, Clerical",2.38,3.38,2.5,3.25,3,1.62,1.25,1,2.75,2.88,2.5,1.75,2.38,2.38,2.38,2.88,2.12,1.25,1.5,1.12,2.38,1.38,1.75,3.38,1,1.12,3.5,3.12,3.25,2.12,1.75,1.38,2.88,1.5,2.88
43-4131.00,Loan Interviewers and Clerks,3.5,4.25,3.5,3.12,3.62,1,1.12,1,2.62,3.5,2.75,1.5,1,2.25,3.12,3,2.88,1.25,2,2.12,3.12,2,1.5,3.75,1,1.25,3.25,3.62,4.25,2.62,2.5,1.5,3.5,1,3.62
43-4141.00,New Accounts Clerks,2.75,4,2.75,3,3.38,1,1,1,2.88,3,2.75,1.25,1,2.5,3,3.12,2.75,1.25,1.75,1.38,3,1.62,1.5,3.5,1,1,3.5,3.38,4,2.5,2.12,1.5,2.88,1,3.12
43-4151.00,Order Clerks,3,4.38,2.88,3.38,3.38,1,1.38,1,2.12,3,2.25,1.5,2.12,1.75,3,3.38,3.12,1.38,2.12,2.25,3.38,1.38,2.25,3.75,1,1.12,3.5,3.5,3.88,2.25,2.25,1,2.88,1,3.38
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.5,3.75,3,3,3.25,1,1,1,2.25,2.75,2.25,1.12,1.12,2.5,2.25,3.12,2.75,1.25,2,2.12,2.75,1.5,1.12,4,1,1.25,3.12,3.12,3.62,2.25,2.25,1.5,3.12,1,3.38
43-4171.00,Receptionists and Information Clerks,2.62,3.62,2.5,3.25,3.12,1,1.12,1,2.5,2.75,2.25,1.38,1.25,2.38,2.38,3,2.88,1.12,1.88,1,2.88,1.38,1.12,3.38,1,1,3.62,3.25,3.75,2.25,2,1,3,1,3.12
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.38,4.25,3.38,3.25,3.5,1,1,1,2.75,3.38,2.75,1,1,2.5,2.62,2.88,3.38,1.38,1.75,1.88,3.75,1.75,1.25,3.5,1,1.12,4.12,3.75,4.12,2.88,2.5,1.5,3.12,1,3.25
43-5011.00,Cargo and Freight Agents,2.88,3.62,3.12,3,3.25,1,1,1,2.5,2.88,2.12,1.38,1.88,2.25,2.25,3.25,3,1,1.75,1.88,2.75,1.25,2.12,3.12,1,1,3.25,3,3.88,2.38,2.25,1.25,3.12,1.62,3
43-5021.00,Couriers and Messengers,2.75,3.38,2.88,2.88,3.12,1.75,1.12,1,2.12,2.88,2.12,1.75,1.75,2.25,2.5,3,2.75,2.75,2.88,1.75,2.75,1,2.25,3,1.12,1.12,3,3,3.38,2.25,2.25,1.62,3,2.12,3
43-5031.00,"Police, Fire, and Ambulance Dispatchers",3.25,4.25,3.25,3.5,3.5,1.12,1.12,1,3,3.25,2.62,1.88,2,2.62,2.12,3.38,2.62,2.5,2.62,2.5,2.88,1.88,2,3.38,1.12,1.5,3.5,3.5,4.12,2.62,2.12,1.62,3.12,2.25,3.12
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3,4.25,3.12,3.75,3.38,1,1,1,2.88,3,2.75,1.75,1.88,2.5,2.5,3.5,3.25,1,2.38,1.88,3.12,1.38,2.12,3.62,1,1.12,3.5,3.25,4.12,2.75,2.5,1.5,3.62,1.75,3.25
43-5041.00,"Meter Readers, Utilities",2.62,3.12,2.88,2.75,2.75,2.5,2.25,1.12,2.5,3.25,2.5,2.12,2,2.38,2.5,2.88,2.38,2.88,3.25,1.62,2.5,1.88,2.88,2.88,2.5,1.12,3,2.88,3.12,2.25,2.12,1.5,3.12,2.5,2.88
43-5051.00,Postal Service Clerks,2.5,3.38,2.75,2.75,3,1,1.38,1,2.12,2.75,2.12,2.25,2,2.12,2.88,2.88,2.25,1.38,2.5,1.75,2.75,1.62,2.5,3.12,1,1,3.38,3.25,3.38,2.12,1.88,1,3,2,2.88
43-5052.00,Postal Service Mail Carriers,2.12,2.88,2.5,2.5,2.88,1,1,1,1.25,2.62,2,1.38,1.75,1.25,1.88,2.5,1.88,2.38,2.5,1.75,2.25,1,2,2.75,1,1.12,2.88,2.88,2.75,2,2,1,2.88,1.5,2.25
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.38,3.25,2.62,2.75,3,1.38,1.12,1,2.5,2.75,2.38,1,1,2.38,1.88,3.25,2.12,2.5,2.62,1.88,2.25,1.5,2.12,3.12,1.38,1.12,2.62,2.88,3.12,1.88,1.75,1,2.88,2.12,2.25
43-5061.00,"Production, Planning, and Expediting Clerks",2.5,3.75,3,3.38,3.5,1,1.38,1,2.38,3.12,2.25,2.12,2.38,2.38,2.38,3.25,2.88,1.12,1.88,2.12,2.88,1.62,2,3.88,1,1.12,2.75,3.12,3.5,2.38,2.38,1.5,3.5,1.75,3.25
43-5071.00,"Shipping, Receiving, and Traffic Clerks",2.38,3.25,2.62,3,3.12,1,1.38,1,2.25,3,2.12,1.62,1.75,2.25,2.38,2.88,2.38,2,2.38,1.25,2.5,1.62,2.38,3.12,1,1,2.5,2.75,3.38,2.25,1.88,1.5,2.62,1.75,2.5
43-5081.01,"Stock Clerks, Sales Floor",2.75,3.5,2.88,3,2.62,1.12,1,1,2.12,2.88,1.62,1.12,1.88,2.12,2.88,2.75,2.25,1.5,1.25,1.75,2.62,1.12,1.62,2.38,1,1,3.38,3.25,3.62,1.62,1.5,1.12,3,1.12,2
43-5081.02,Marking Clerks,2.38,2.88,2.5,2.88,2.88,1,1.12,1,2,2.62,2,1.25,1.5,2.12,1.75,2.75,2.38,1.88,2,1.5,2.38,1.25,1.12,2.5,1,1,2.5,2.75,2.88,1.5,1.38,1,2.5,1,2.62
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",2.38,3.25,2.88,2.88,3,1.62,1.12,1,1.62,3.25,1.25,1.5,2.62,1.75,2.5,3.12,2.75,1.88,1.5,1.62,2.75,1,1.62,2.5,1.12,1.12,3,2.75,3.25,2.12,1.75,1.12,3,1.12,2.38
43-5081.04,"Order Fillers, Wholesale and Retail Sales",1.88,3,2,2.38,2.62,1,1,1,1.25,2.12,1.25,1.12,1.62,1.38,2.62,2.25,1.75,1.38,1.25,1.25,1.88,1.12,1.12,3.25,1,1,2.25,2.62,2.62,1.25,1.12,1,2.38,1,2.38
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.62,3.12,2.62,3.12,3.5,1.12,1.38,1,2.38,2.75,2.5,1.12,1.25,2.38,2.75,2.88,2.12,1.25,1.88,1.38,2.5,2,2.62,3.38,1,1.38,2.75,3.12,3.38,2.25,2.12,1,2.75,1.25,3.25
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3,4,2.62,3.5,3,1,1.12,1,2.5,3,2.5,1.5,1.75,2.5,2.62,3.12,2.75,1.25,2,1.88,2.88,2,2.12,4,1.25,1.5,3.75,3.25,3.88,2.62,2.5,1.75,3.5,1,3.62
43-6012.00,Legal Secretaries,2.62,3.62,2.62,3.12,3.25,1,1,1,1.75,2.88,2.38,1.25,1.12,1.88,2.38,2.88,2.12,1.38,1.75,1.12,2.5,1.5,2,3.75,1,1,2.88,3,3.5,2.12,1.88,1.25,3.12,1.12,3.88
43-6013.00,Medical Secretaries,2.25,3.75,2.62,3.25,3,1,1,1,2.25,2.62,2,1.12,1,2.62,2.12,2.88,2.38,1,1.88,1.38,2.38,1.38,1.12,3.38,1,1.38,3.62,3,3.62,2,2,1,3,1,3.25
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.88,3.88,2.75,3.25,3.12,1,1,1,2.38,3,2.38,2.12,2.12,2.75,2.12,3,2.5,1.38,1.5,1.75,2.38,1.5,2.38,3.88,1,1.12,3.5,3,3.88,2.38,2.12,1.38,3.88,1.12,4
43-9011.00,Computer Operators,3.12,3.38,3.25,3.12,3.25,1.38,1.38,1.25,2.62,3.12,2.62,2,2.38,2.75,2.25,3.5,2.5,3.25,3.75,1.75,2.75,2.62,3.12,3.62,1.38,1.75,3,3,3.25,3.12,2.75,2,3.25,2.88,3.12
43-9021.00,Data Entry Keyers,2.5,3.5,2.62,2.62,3.12,1,1.62,1.12,2.62,2.75,2.38,1.62,1.75,2.5,2.38,3.62,2.38,1.25,2.12,1.12,2.38,2,2.25,3.75,1,1,2.5,2.75,3.38,2.12,2.12,1.38,3.12,1,3.25
43-9022.00,Word Processors and Typists,2.25,3.38,2.12,2.88,2.62,2,1.12,1,1.88,2.25,1.88,1,1.12,2.12,2.75,3.25,2,1.88,1.88,1.62,2.25,1.5,2.25,3.38,1,1.12,2.75,2.88,3.38,1.88,1.75,1.5,3.38,1.12,3.12
43-9031.00,Desktop Publishers,3.25,3.5,3.25,3.25,3.88,2.12,2.25,1.12,2.75,3.5,2.88,2.12,2.25,3,2.25,3.38,2.5,2.5,2.5,3,2.88,2.75,2.88,3.75,2.25,1,3,2.88,3.5,2.88,2.5,2.12,3.25,2.25,3.38
43-9041.01,Insurance Claims Clerks,2.62,3.88,2.88,2.75,3.12,1,1.12,1,2,2.75,2.25,1.25,1,1.75,2.62,2.62,2.38,1.12,1,1.38,2.75,1.88,1.5,3.75,1,1,3,3.38,3.62,2.12,2,1,3,1,3.12
43-9041.02,Insurance Policy Processing Clerks,2.88,3.5,2.88,2.88,3,1,1,1,2.12,3.12,2,2.25,2,2.25,2.75,2.75,2.5,1.12,1.88,1.38,2.62,1.62,1.5,3.25,1,1.12,2.88,2.88,3.38,2.38,2,1,3,1,3.12
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.25,2.88,2.38,2.62,3,1.38,1.12,1.12,2.25,2.75,2.25,1.5,1.62,2.12,2,3,1.88,2.75,2.75,1.12,2.12,1.5,2.5,3,1.38,1,2.25,2.88,2.88,2,2,1,2.75,1.88,2.75
43-9061.00,"Office Clerks, General",2.5,3.62,2.62,2.88,3,1,1.12,1,2.75,2.75,2.38,1.88,2.12,2.38,2.38,2.88,2.62,1.38,2.25,1.12,2.62,1.38,1.25,3.62,1,1,3.12,3.25,3.62,2,1.88,1.38,3.25,1.12,3.25
43-9071.00,"Office Machine Operators, Except Computer",2.5,3.12,3.12,2.88,3.12,2.88,2.5,1.25,2.38,3.12,2.38,2.25,2.38,2.75,2.75,3.38,2.38,3.5,3.5,1.62,2.38,1.88,2.88,3.12,2.62,1,2.75,2.88,3,2.5,2.38,1.62,3.25,2.75,2.75
43-9081.00,Proofreaders and Copy Markers,2.38,2.88,2.38,2.5,2.88,1,1,1,1.62,2.5,1.75,1,1,1.75,1.62,3.25,1.62,1,1.12,1.38,2,1.12,2.12,4.12,1,1.38,1.88,2.62,3.5,1.5,1.5,1.12,2.88,1,3.62
43-9111.00,Statistical Assistants,3.5,3.5,3.5,2.88,3.88,1,1.12,1,2.62,3.38,2.75,1,1,2.62,4.5,3,2.5,1.25,1.88,1.75,2.75,3.38,1.88,3.62,1,2.25,2.62,3,3.5,2.5,2.75,1.5,3.12,1,3.5
45-1011.05,First-Line Supervisors of Logging Workers,3,3.62,3.75,3.5,3.5,2.88,3.12,1,3,3.62,3,2.75,3,3.62,2.75,3.75,2.62,3.62,3.62,2.75,3.12,1,3.38,3.38,2.88,1.38,3,3.38,3.62,3.12,3,1.75,3.75,3,3
45-1011.06,First-Line Supervisors of Aquacultural Workers,3.25,3.88,3.38,3.62,3.88,2.38,2.38,1,3.12,3.88,3,2.75,3,3.88,3,3.88,3,2.88,3.12,2.75,3.25,1.5,3.12,3.38,2.25,2.88,2.88,3.5,3.88,3.25,3.25,1.75,3.75,2.38,3.38
45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,2.75,3.75,3.12,3.5,3.75,2.62,2.25,1.25,3.12,3.75,2.88,3,3,3.5,2.88,3.62,3,3.25,3.38,2.5,2.88,1.62,3.25,3.25,2.62,1.88,3,3.5,3.5,3,3,1.12,3.38,2.62,2.88
45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,3.62,3.75,3.38,3.88,4,2.62,2.62,1,3.5,3.75,3.62,3.12,3.12,4,2.75,3.88,3.25,2.75,2.88,2.62,3.25,1.62,3.25,3.5,2.5,3.12,3.25,3.5,4,3.25,3.38,1.75,3.88,2.62,3.38
45-2011.00,Agricultural Inspectors,3.38,3.62,3.25,3.12,3.62,1,1.12,1,2.75,3.25,2.75,1.75,2,2.88,2.25,3.5,3,2.5,3.12,1.88,2.75,1.25,4.12,3.5,1,3.25,2.88,2.88,3.5,3.12,3,1.62,3.12,2.38,3.25
45-2021.00,Animal Breeders,2.75,3,3,2.88,3.12,1,1.12,1,2,3,2,2.25,2.38,2.5,2.25,3.25,2.12,2.88,3,2,2.75,1.5,2.75,3,1,3.25,2.5,2.75,3,2.25,2,1.38,3,2.12,2.75
45-2041.00,"Graders and Sorters, Agricultural Products",1.75,2.88,2,2.38,2.38,1,1.12,1,1,2,1.12,1,1,1,1.12,2.62,1.75,1.38,1.12,1,2,1,1.25,2,1,1.25,2,2.38,2.75,1.88,1,1,2,1,1.75
45-2091.00,Agricultural Equipment Operators,2.12,3,2.75,2.5,2.88,2.88,2.38,1.25,2.12,2.5,1.12,1,1.12,2.25,1.12,2.62,1.75,3.88,3.88,1.25,2,1,3.12,2.25,3.12,1.62,1.75,3,2.88,1.75,1.75,1.12,2.38,3.12,2
45-2092.01,Nursery Workers,2.5,2.75,2.5,2.88,2.88,1.75,1.88,1,2.38,2.62,2.5,2,2.38,2.5,2.38,2.88,2.38,2.75,2.62,1.12,2.38,1,2.5,2.62,1.5,1.62,2.75,3,2.75,2.12,1.88,1,2.5,2.25,2.5
45-2092.02,"Farmworkers and Laborers, Crop",2.38,3,2.62,3,3,2.88,2.25,1.12,2.38,2.75,2.38,1,1.25,2.88,1.38,2.88,2.12,3.12,3.12,1.38,2.12,1,2.38,2.38,2.75,1.5,2.12,2.62,3,1.25,1.12,1,2.5,2.25,2.25
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.75,3.5,3.12,3.25,3.5,2.88,3,1.12,2.62,3,2.38,1.5,1.62,2.75,1.88,3.38,2.38,3.25,3.25,1.25,2.62,1,2.88,2.88,2.88,1.88,2.75,3,3.12,2.12,2,1.38,3,3,2.62
45-3011.00,Fishers and Related Fishing Workers,2.75,3,2.88,2.88,3,2.88,2.5,1.25,2.75,3,2.38,1.62,1.62,2.75,1.75,2.75,2.62,3.12,3,1.62,2.25,1,2.62,2.5,2.88,1.62,2.38,2.75,3.12,1.5,2,1,2.75,2.75,2.38
45-3021.00,Hunters and Trappers,2.62,3,2.88,2.88,3.38,2.75,2.75,1.38,2.25,2.88,2.12,1.5,1.75,2,1.62,2.88,2.12,3,3,2,2.12,1,2.88,2.62,2.75,2.12,2.25,2.62,2.88,2.25,2.12,1.62,2.88,2.88,2.12
45-4011.00,Forest and Conservation Workers,2.88,3.25,3.12,3.25,3.25,2.25,2.12,1,2.62,3.25,2.62,2,2.5,2.88,2.38,3.25,2.62,2.75,3,2.38,3,1.75,2.5,3.12,2.12,2.5,2.88,3,3.12,2.62,2.38,1.62,3.12,2.38,2.38
45-4021.00,Fallers,2.38,2.88,2.62,2.5,3.25,2.88,2.62,1,2,3,1.38,1.88,1.88,2,2.38,3.25,2,3.38,3.25,2.12,2.25,1,2.62,2,2.75,1.75,2.12,2.25,2.62,1.12,2,1,2.5,2.75,1.88
45-4022.00,Logging Equipment Operators,2.38,2.75,3,2.5,3,3.12,2.75,1.12,2.38,3,2.38,1.62,1.88,2.25,2.5,3,2.12,4,3.75,1.5,2.25,1,3.25,2.38,3,1.62,2.25,2.5,2.75,2.38,2.25,1.12,2.75,2.75,2.5
45-4023.00,Log Graders and Scalers,2.75,3.5,3,3.25,3.38,1,1.25,1,2.62,3.38,2.38,1.5,2,2.62,2.88,3,2.5,2.5,2.62,1.75,2.62,1.25,2.38,3,1,1.75,2.75,3,3.5,2.38,2.12,1.25,2.75,1.62,2.88
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,3.12,3.88,3.12,3.88,3.75,2.38,3,1.12,3.12,3.12,2.88,2,2.38,3.5,2.75,3.38,3,2.88,2.88,2.75,3.25,1.25,3.12,3.5,2.12,2,3,3.38,3.62,2.88,2.88,1.88,3.5,2.38,3
47-2011.00,Boilermakers,2.62,3.38,3,2.75,3.62,3.25,3.12,1.88,2.5,2.88,2.5,1.5,1.62,2.38,2.12,3.12,2.38,3.5,3.75,2.75,2.38,1,3.5,3.25,3.12,2.25,2.38,2.62,2.88,2.25,2.25,1.75,3,3.25,2.75
47-2021.00,Brickmasons and Blockmasons,2.5,2.88,2.88,3.12,3.25,2.12,2.62,1.25,2.38,3,2.25,1.75,2.38,2.38,2.88,3.25,2.12,2.75,2.62,2.12,2.38,1,3.12,2.75,2.25,1.5,2.12,2.62,2.88,2.12,2,1.38,3.12,2.12,2.12
47-2022.00,Stonemasons,3,3,3.12,3.25,3.62,2.25,2.5,1,2.88,3.12,2.5,1.75,2.12,3,2.62,3,2.88,2.75,2.88,2,2.88,1,2.75,2.88,2.25,1.5,2.88,3.12,3,2.5,2.38,1.75,3.25,2.38,2.88
47-2031.01,Construction Carpenters,2.75,2.88,2.62,2.88,3.12,2.25,3,2.25,2.5,2.88,2.38,2.12,2.38,2.5,2.88,2.88,2.38,2.75,3,2.75,2.38,1,2.88,2.75,2.5,1.75,2.25,2.62,2.75,2.25,2.12,2,2.88,2.62,2.38
47-2031.02,Rough Carpenters,2.88,3.25,2.88,3.12,3.12,2.25,2.25,1.62,2.75,3.12,2.5,1.62,1.75,2.62,2.62,3.12,2.75,2.75,3,1.25,2.62,1,2.75,3.12,2.25,1,2.88,2.75,3.12,2.25,2.38,1.62,3,2.38,2.38
47-2041.00,Carpet Installers,2.62,2.88,2.75,3.12,3,1.75,2.25,1.38,2.5,2.88,2.38,1.5,2,2.5,3,3.12,2.25,2.5,2.62,2,2.38,1,3,2.62,1.88,1,2.62,2.88,2.88,2,2.12,1.62,3,2.12,2
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2.75,3.12,2.75,2.88,2.88,1,1.62,1,2.38,2.88,2.12,1.12,1.25,2.38,2.12,2.88,2.5,2.38,2.25,1.88,2.38,1,2,2.38,1,1.25,2.38,2.88,3.12,1.75,1.75,1.25,2.88,1.62,2.38
47-2043.00,Floor Sanders and Finishers,2.5,3.12,2.75,2.75,2.62,2.12,1.88,1,2.25,2.62,2,1.38,1.38,2,1.75,2.75,1.88,3,2.75,1.25,2,1,2.5,2.62,2,1.25,2.5,2.38,2.75,1.62,1.62,1.38,2.62,2.25,2
47-2044.00,Tile and Marble Setters,2.75,3.12,2.75,3.12,3.25,2.25,2.38,1.12,2.75,2.88,2.25,1.62,2,2.5,3,2.88,2.75,2.62,2.88,2,2.75,1,2.75,2.75,2.12,1.25,2.75,2.75,3.12,2,2,1.75,3,2.38,2.38
47-2051.00,Cement Masons and Concrete Finishers,2.38,3.12,2.75,3.12,3.12,1.38,2,1.38,2.62,3.12,2.5,1.62,2,2.5,2.62,3.25,1.88,2.75,2.62,1.38,2.25,1,3,2.38,1.38,1.25,2.25,2.5,3,2.12,2.25,1.5,3,2.12,2
47-2053.00,Terrazzo Workers and Finishers,2.38,2.62,2.75,3,2.75,2,2.62,1.5,2.38,2.88,2.25,1.62,2.12,2.25,2.5,2.75,2.12,2.62,2.75,1.75,2.25,1,2.62,2.38,1.88,1.5,2.38,2.62,3,1.88,2,1.12,2.88,2,2
47-2061.00,Construction Laborers,2.38,3.12,2.88,3,2.88,2.25,2.5,1.88,2.5,2.38,2.25,1.38,1.5,2.25,1.75,2.62,2.12,2.88,3,1.62,2.12,1,2.25,3,2.25,1.62,2.25,3,3,1.5,1.62,1.5,2.62,2.25,2.38
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",2.5,2.88,2.62,3,3,2.88,2.5,1.38,2.12,3,2.25,1.5,1.75,2.38,2.12,3.25,2,3.38,3.5,1.5,2.12,1,2.62,2.62,2.75,1.12,2.12,2.62,2.88,2.12,2.25,1.75,2.88,2.88,1.88
47-2072.00,Pile-Driver Operators,2.38,3.12,2.75,3,2.88,3,2.12,1,2.38,2.88,1.88,1.25,1.5,2.25,1.75,3,2.12,4,4,1.25,2.12,1,3,2.5,2.62,1.38,2,2.75,2.88,1.62,1.62,1.38,2.75,2.75,2.5
47-2073.00,Operating Engineers and Other Construction Equipment Operators,2.88,2.75,2.62,3,2.88,3,2.38,1.25,2.38,2.75,2.38,1.62,2,2.38,2,3.25,1.88,4,3.38,1.88,2.38,1.38,2.88,2.62,2.88,1.5,2,2.62,2.75,2,1.88,1.5,2.75,3,2
47-2081.00,Drywall and Ceiling Tile Installers,2.75,3.25,3,2.88,3.12,2.5,2.5,1.88,2.5,3,2.38,1.5,1.62,2.25,2.25,2.88,2.25,2.75,2.88,2.38,2.38,1,2.75,3,2.5,1.25,2.25,2.88,3.12,2.12,2,1.62,2.88,2.5,2.5
47-2082.00,Tapers,2.38,3,2.5,2.62,2.88,2.12,2.25,1.5,2.25,2.5,2.12,1.38,1.62,2.12,1.75,2.75,1.88,2.12,2.12,1.75,2,1,1.88,2.38,2.25,1.25,2.12,2.62,2.88,1.75,1.75,1.12,2.62,2,2
47-2111.00,Electricians,3.25,3.38,3.25,3,3.38,3.25,3,3.12,3.12,3.25,2.88,2.25,2.38,3,3,3.12,2.25,3,3.38,2.5,2.5,1.12,3.38,3.12,3.5,2.25,2.75,2.75,3.12,2.88,2.75,2.12,3,3.62,2.75
47-2121.00,Glaziers,2.25,3,2.5,3,3.12,1.25,1.75,1.88,2,2.75,2.12,1.5,1.62,2.12,2.12,2.62,2,3,2.88,2.12,2.12,1,2.38,3.12,1.12,1.25,2.25,2.88,3.12,2,2,1.25,2.75,2.12,2
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",2.5,2.75,2.62,2.88,2.88,2.38,2.25,1.12,2.38,2.88,2.38,2,2,2.38,2.5,3,2.5,3,3.12,1.88,2.38,1,2.88,2.5,2.38,1.12,2.38,2.5,2.75,2.25,2.12,1.62,2.88,2.5,2.38
47-2132.00,"Insulation Workers, Mechanical",2.62,3.12,2.88,3.25,3.25,1.12,1.62,1.62,2.5,2.88,2.25,1.5,2,2.25,2,3,2.5,2.62,2.75,2.25,2.38,1,2.62,2.88,1.25,1.5,2.38,3,3,2,2,1.5,3,2.38,2.38
47-2141.00,"Painters, Construction and Maintenance",2.25,3.12,2.25,2.62,2.88,1,1.5,1,1.75,2.62,1.5,1.62,1.62,2.12,2.12,2.62,1.88,2.12,2,1.62,2,1,2,2.75,1,1.62,2,2.88,2.62,1.88,1.75,1.38,2.75,1.75,1.88
47-2142.00,Paperhangers,2,3,2.75,3,2.88,1,1.5,1.12,2,2.75,2,1.25,1.5,2.12,2,2.75,2,2.38,2.38,1.38,2.12,1,2.25,2.38,1,1.25,2.38,2.62,3,1.62,1.62,1.25,2.88,2,2
47-2151.00,Pipelayers,2.38,3.12,2.62,2.88,3,2.75,2.62,1.88,2.12,2.88,2.25,1.5,1.5,2.12,1.88,2.88,2.25,3.12,3.25,1.25,2.25,1,3,2.75,2.75,1.38,2.12,2.88,2.75,2,1.88,1.62,2.75,2.75,1.88
47-2152.01,Pipe Fitters and Steamfitters,2.75,3.12,3,3.5,3.25,2.62,2.25,2.38,2.88,3.12,2.38,1.75,1.75,2.62,2.62,3.12,2.75,3,3.25,1.5,2.75,1,2.88,3,2.62,1.25,2.88,2.75,3.12,2.62,2.62,1.75,3.38,2.88,2.5
47-2152.02,Plumbers,3,3.5,3.38,3,3.62,2.88,3,2.5,3,3.25,2.75,1.62,1.75,2.62,2.38,3.25,2.62,3.12,3.25,2.5,2.62,1,3.25,3.38,3.12,2,3,3,3.25,2.38,2.38,1.75,3.12,3.12,2.75
47-2161.00,Plasterers and Stucco Masons,2.75,2.62,2.75,2.88,3,1,2,1.5,2.75,2.88,2.62,1.75,2.12,2.62,2.38,2.88,2.5,2.75,2.88,1.62,2.38,1,3,2.5,1.12,1.38,2.62,2.75,3.12,2,2,1.75,3.12,2,2.25
