Code,Title,Oral Comprehension,Written Comprehension,Oral Expression,Written Expression,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Mathematical Reasoning,Number Facility,Memorization,Speed of Closure,Flexibility of Closure,Perceptual Speed,Spatial Orientation,Visualization,Selective Attention,Time Sharing,Arm-Hand Steadiness,Manual Dexterity,Finger Dexterity,Control Precision,Multilimb Coordination,Response Orientation,Rate Control,Reaction Time,Wrist-Finger Speed,Speed of Limb Movement,Static Strength,Explosive Strength,Dynamic Strength,Trunk Strength,Stamina,Extent Flexibility,Dynamic Flexibility,Gross Body Coordination,Gross Body Equilibrium,Near Vision,Far Vision,Visual Color Discrimination,Night Vision,Peripheral Vision,Depth Perception,Glare Sensitivity,Hearing Sensitivity,Auditory Attention,Sound Localization,Speech Recognition,Speech Clarity
41-3031.01,"Sales Agents, Securities and Commodities",4.38,4.38,4.63,3.63,4,3.63,4.25,4.5,3.63,3.38,3.75,3.63,4,2.38,2.63,3,2.63,0,2.13,2.5,2,1.25,1.13,2.38,1.13,0,0.13,0,0,0.13,0,0,0,0,0.25,0,0,0,0,0,3.88,2.5,1.5,0,0,1,0,1.5,1.5,0,4,3.63
41-3031.02,"Sales Agents, Financial Services",4,3.75,4.38,4,3.75,3.5,3.63,4.25,3.5,3.38,3,3.25,3.38,2.75,2.5,2.63,2.38,0,2.63,2.5,2.13,1.38,1.38,2.38,1.25,0,0.13,0,0,0.13,0.88,0,0,0,0.25,0.75,0,0,0.88,0,3.75,3,1.75,0,0,0.75,0,1.63,1.63,0,4,4.25
41-3041.00,Travel Agents,4,3.88,4.25,2.63,3.75,3.25,3,3.75,2.88,3,3.25,2,2.63,2.75,1.88,2.38,2,0.25,1.88,2.38,3.25,0.38,0.38,1.88,0,0.38,0,0,0,1.88,0,0.13,0,0,1.25,0,0.13,0,0,0,4.13,1.63,1,0,0,0.75,0.13,0.88,2.5,0.25,3.88,3.13
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.5,4,4.5,3.63,3.88,3.63,3.5,3.75,3.13,3.5,3.25,2.75,3.13,3.13,2.5,2.63,2.38,0,2.5,2.38,2.13,0.25,0.25,2.38,1.75,1.63,0.13,0,0.13,0.13,0,0,0,0.13,2,0,0,0,0.38,0,3.63,3,2.13,0,0,1.88,0,1.63,1.63,0,4.13,4.25
41-4011.07,Solar Sales Representatives and Assessors,4.12,3.75,4.25,3.5,3.25,3,3.38,3.75,3.38,3.5,3.5,3.25,2.88,2.5,2.5,3,2.25,0.75,3.38,2.62,2.25,1.62,0.38,2.12,1.62,1.5,0.12,0,0.12,0,0,1.25,0,1,1.5,1,1,0.12,1.12,1.62,3.5,3.12,2.38,0,0,2.12,0.12,1.75,1.38,0.12,3.62,3.5
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.12,4,4.12,3.62,3,3,3,3.25,3.12,3.25,3,2.12,2.12,2,2.12,2.38,2,0.38,2.38,2.62,2.12,1.25,1.12,1.88,2.12,2,0.62,0.38,0.5,0,0.75,0,0,0,1.5,0.38,0.5,0,0,0,3.5,2.38,1.75,0.5,0.5,1.12,0.75,1,1.25,0.38,4,3.88
41-9011.00,Demonstrators and Product Promoters,3.88,3.25,3.88,2.75,3,3.25,3,3,3,3.25,2.88,2.25,2.13,2.63,2.25,2.5,2.63,1,3.25,2.63,3,1.88,0.88,2.38,0.5,2,0.25,0,0.13,0.25,0.25,2,0.25,1.88,2.38,1.75,1.75,0.13,1.63,1.13,3.38,3.38,2.38,0.13,0.38,1.88,0.13,2.13,2.63,0,3.75,3.88
41-9012.00,Models,2.63,2.5,2.63,2,1.88,2.25,1.88,2.13,2,2,2.5,0.63,0.75,1,0.25,1.13,0.25,0.75,1.75,2.38,1.63,1.88,0.38,0.63,0,1.75,0.25,0.38,0.13,0,0.13,1.13,0,1.38,2.88,1.75,2.63,0.38,2.38,2.63,2.38,2.13,1.88,0,0.5,0.13,0.5,0.25,0.63,0.25,2.5,2.5
41-9021.00,Real Estate Brokers,4.13,4.13,4,3.38,2.13,2.38,3.38,3.75,2.88,3.25,2.25,2.5,2,1.88,1,1.88,1.88,0.63,0.88,2.13,2,0.13,0.25,0.63,1.88,1.38,0.13,0.13,0.25,0.25,0.13,0,0,0,1.75,0,0,0,0,0,4.38,1.75,0.5,0.38,0.13,1.5,0.38,0.25,0.63,0.13,3.88,3.13
41-9022.00,Real Estate Sales Agents,4,4,4.12,3.38,3.25,2.62,3.5,3.75,3.25,3.38,3.12,2.88,3.38,2.62,2.5,3,2.88,1.75,2.88,2.5,2.5,1.12,1.12,2,1.88,1.88,1.25,1,1.62,0.12,1,0,0,0,1.75,0,0,0,0.12,0,4.25,3.5,2.75,1.25,1,2.12,1.12,2.12,1.75,1.25,3.88,3.25
41-9031.00,Sales Engineers,5,4.75,5.38,4.38,4.13,3.88,4,4.5,4,4,4,3.63,3.63,3.38,2.63,2.63,2.88,0,3.38,2.88,2.25,1.88,1.75,2.38,2.13,1.63,0.13,0,0,0.13,0,0,0,0,0,0,0,0,0.13,0,3.88,3.5,2.75,0,0,2.25,0,2.13,2.5,0,4.38,4.13
41-9041.00,Telemarketers,3.5,3.13,4,3,2.5,2.38,2.63,2.63,2.75,2,1.63,0.75,0.88,1.13,0.5,0.75,0.5,0,0.25,2.63,1.75,0.63,0.88,1.5,0.5,0,0,0,0,0.13,0,0,0,0,0.75,0,0,0,0,0,3.13,0.25,0.25,0,0,0,0,0.13,1.38,0,3.25,3.75
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",3.75,3.25,3.75,3.25,2.88,2.75,3.13,3.25,3.13,2.88,2.75,1.38,1.88,1.75,0.25,1.13,0,0.13,1.25,2.63,2.13,0,0,1.38,0,0.25,0,0,0,0,0,0.38,0,0.25,1.88,0.25,0,0,0.25,0,3,1.63,0.13,0.5,0,0,0,0,0,0,3.75,3.5
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,4,3.75,4.25,4,3.25,3.63,3.63,3.5,3.25,3.38,3.25,3.13,3,2.5,2.38,2.38,2.63,0.25,2.88,2.88,2.63,0,0,2.5,0.13,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.75,3.13,2,0,0,1.5,0,2.13,2.5,0,3.38,3.75
43-2011.00,"Switchboard Operators, Including Answering Service",3.38,2.63,3.5,2.38,1.75,1.88,2.63,2.38,2.38,2.38,2.63,1.38,1.63,1.5,2,2.13,2.13,0,1.88,2.38,2,1.63,1.63,2,1.63,0.13,0.5,0,0.38,0.75,0.13,0,0,0,0.88,0,0.13,0,0,0,3,2,1.38,0,0,0,0,2.13,2.13,0.38,4.38,3.63
43-2021.00,Telephone Operators,3.88,3.13,3.88,2.75,2.25,2,2.88,2.75,2.88,2.5,2.38,1.38,1.63,1,1.5,2.5,1.5,0,1.13,2.75,2,1.5,1.5,2.75,1.38,0,0.25,0.88,1.13,0.25,0,0,0,0,0.13,0,0,0,0,0,2.5,1.88,0.88,0,0,0.5,0,2,1.63,0.13,4.25,3.75
43-3011.00,Bill and Account Collectors,4.12,4,4.12,3.62,2.75,2.75,3.38,3.38,3.5,3,3,2.75,2.75,2.38,2.12,2.62,2.62,0,1.75,3.12,2.25,1.5,1,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3.75,2.5,1.38,0,0,0,0,1.75,1.75,0,3.38,3.25
43-3021.01,Statement Clerks,3.38,3.13,3.63,2.63,1.75,1.75,2.88,2.75,2.63,3.13,2.75,2,2.63,1.75,0.5,2.38,2.75,0,0.25,2.75,1.88,0,0.38,2.38,0.13,0.5,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,3.5,1.75,0.13,0,0,0.13,0,0.38,0.13,0,2.88,2.88
43-3021.02,"Billing, Cost, and Rate Clerks",3.63,3.38,3.5,3,2.13,2.13,3.13,3,2.88,3.38,3.13,2.88,3.13,1.75,2.13,2.13,2.25,0,1.63,2.5,1.75,1.38,1.25,2.13,1.38,0,0,0,0,0.75,0,0,0,0,0.13,0,0,0,0,0,3.88,1.75,1.38,0,0,0,0,1.75,0.38,0,3.38,3.13
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",4,3.88,3.62,3.62,2.25,2.12,3.12,3.25,3.12,3.5,3.25,3.5,3.62,2.5,2.38,2.88,2.62,0,1.62,2.88,2,1.5,1.5,2.5,1.62,0,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,3.75,2.38,2.25,0,0,0,0,1.25,0.88,0,3.12,3.12
43-3041.00,Gaming Cage Workers,3.5,3.13,3.88,3.13,1.88,1.38,3.13,3.38,3.13,3.25,3,2.38,2.88,2.13,1.25,1.25,2.88,0,1.13,3.25,2.38,1.75,1.88,2.13,1.5,0.88,0.13,0.13,0.5,0.63,1,0.88,0,0.5,2.63,1.5,2.13,0,1.25,0.13,3.38,1.63,1.38,0,0,0.63,0,0.5,2.75,0,3,3
43-3051.00,Payroll and Timekeeping Clerks,3.88,3.5,3.5,3.5,2.5,2.5,3.12,3.12,3,3,2.88,3.12,3.12,2.38,1.5,2.12,2.38,0,1,2.75,2.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.5,2.38,1.38,0,0,0,0,0.88,0.88,0,3.25,2.88
43-3061.00,Procurement Clerks,4.25,3.75,3.88,3.38,2.13,2,3.25,3.5,3.13,3.38,2.75,2.63,2,1.88,1.38,1.63,1.88,0,0.63,2.38,2.25,0.88,1.13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0.63,0.25,0,0,0,0,0.13,1.25,0,3,2.88
43-3071.00,Tellers,3.75,3.25,3.62,2.75,2.38,2.12,3.38,3.38,3.25,3.12,3,2.88,3.38,2.38,2.25,2.5,2.62,0,1.75,2.62,2.5,2.25,2,2.38,2.25,1.75,1.5,0.88,1.12,1.62,1.38,1.12,0,0,2,0.88,0,0,1,0.25,3.5,2.5,2.12,0,0,0.5,0,1.38,1.12,0.25,3.5,3.5
43-4011.00,Brokerage Clerks,4,4,4,3.5,2.38,2.13,3.13,3.75,3.38,3.25,2.88,3.25,3.75,2.38,2.5,2.63,2.5,0,2.13,3,2.63,1.75,1.63,2.75,1.75,0,0.13,0,0,0.88,0,0,0,0,0.38,0,0,0,0,0,4.13,2.5,1.75,0,0,0.75,0,1.88,2,0,3.75,3.63
43-4021.00,Correspondence Clerks,3.75,3.63,3.63,3.88,2.75,2.75,3.5,3.13,3.13,3.38,2.75,2.63,2.75,2.5,3,2.38,2.13,0,2.25,3,2.5,0,0.25,3,0,0,0.13,0,0,2.13,0,0,0,0,0.5,0,0.13,0,0,0,3.88,2.5,1.25,0,0,0,0,1.5,1.75,0,3.88,3.13
43-4031.01,Court Clerks,3.88,3.75,3.88,3.75,1.75,1,3.12,3,3,3,3,1.12,1.5,1.88,1,1.12,1.5,0,1,3,2.25,0.62,1,2,1.5,0,0,0,0,0.12,0,0,0,0,0.12,0,0.25,0,0,0,4.5,2,1.38,0,0,0,0.25,0.38,1.75,0,3.5,3.25
43-4031.02,Municipal Clerks,4.13,4.13,4.13,4,2.13,2.25,3.13,3.38,2.88,3.38,2.5,2.5,2.13,1.88,1.38,1.63,1.88,0,0.75,2.5,1.75,0,0.13,1.13,0,0.13,0,0,0,0.38,0,0.13,0,0,0.25,0,0,0,0,0,4,1,0.75,0,0,0,0,0.63,0.63,0,3.38,3
43-4031.03,License Clerks,3.63,3.5,3.75,3.38,1.88,2,3,3.13,3,3.13,2.5,1.5,1.38,1,1.25,1.88,1.13,0,0.88,2.75,2.25,1.75,1.63,2.38,1.75,0,0,0,0,0,0,0.13,0,0,0.38,0,0,0,0,0,3.63,2.13,1.13,0,0,0,0,0.5,1.13,0,2.88,3.13
43-4041.01,Credit Authorizers,3.88,3.63,3.88,3.75,2.25,2,3.5,3.5,3.5,3.38,3.25,2.38,2.63,1.88,2.63,2.75,2.25,0,1.5,2.88,2.25,0.88,1,2.25,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.63,2,1.13,0,0,0.38,0.88,0.5,1,0,3.25,3.13
43-4041.02,Credit Checkers,3.88,3.88,4,3.5,2.13,1.88,3.13,3.25,3.38,3.13,2.63,1.25,1.5,1.88,1.38,2.63,1.38,0,0.25,2.88,2.5,0,0,1.63,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,3.13,1.25,0.5,0,0,0,0.63,0.13,1.63,0,3.38,3.13
43-4051.00,Customer Service Representatives,3.62,3.5,3.88,3.38,2.62,2.62,3.12,3.12,3,2.75,2.75,2.38,2.12,2.38,2.38,2.88,2.25,0,1.75,2.62,2.38,1.5,0.88,2.38,1.38,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,3.25,2.25,1.75,0,0,0,0,1.62,1.88,0,3.38,3.25
43-4051.03,Patient Representatives,4,4,4,3.88,3.12,3.12,3.5,3.38,3.38,3,3.25,2.5,2.62,3,2.88,2.88,2.5,0,1.88,3.25,2.75,1.62,0.38,2.25,0,0.75,0,0,0,0,0.75,1.62,0,0.88,2,1.88,0.75,0,1.62,0.75,3.5,2.62,2.38,0,0,0.62,0,1.5,1.5,0.25,3.62,3.62
43-4061.00,"Eligibility Interviewers, Government Programs",4,3.75,4,3.88,2.63,2.5,3.63,3.75,3.75,3.25,3,2.5,2.25,1.38,2,2.63,2.13,0,2,3.13,2.5,0.75,0.88,2,1,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,3.5,2.38,1.63,0,0,0.25,0,1.63,1.5,0,3.5,3.5
43-4071.00,File Clerks,3.88,3.25,3.38,2.63,2.5,2.5,2.75,2.75,2.88,2.88,3.63,1.5,1.5,2.38,1.75,3.25,2.88,0.13,2,2.75,2.13,2.13,2.13,3,1.38,1.38,0,0.13,0,2.25,1,1.88,0,0.75,1.88,1.13,1.88,0.13,1.38,1.13,4.13,2.63,1.5,0,0,0.88,0.25,0.75,0.38,0,3.13,2.63
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",3.75,3.25,3.88,2.62,2.5,2.25,2.88,2.75,2.62,2.88,2.75,2.38,2.5,2.5,2.12,2.25,2.5,1.12,2,2.62,2.38,1.88,1.5,2.25,1.5,0.38,0.5,0,0,0.25,0,0,0.25,0,1.62,0.12,0.12,0,0,0,3.5,3,1.88,0,0,0.25,0,1.75,1.62,0,3.5,3.38
43-4111.00,"Interviewers, Except Eligibility and Loan",4,3.62,4,3.25,2.5,2.5,2.5,3,3,3.12,3,1.75,2,2.5,2.25,2.62,2.62,0,1.25,2.62,2.25,1.38,1.12,2.5,1,0,0,0,0,0.38,0,0,0,0,0.12,0,0,0,0,0,3.62,2.25,1.38,0,0,0.12,0,2.38,2.38,0,4,4
43-4121.00,"Library Assistants, Clerical",3.75,3.25,4,2.88,2,2,2.75,2.88,2.62,3.12,3.12,1.88,2.5,2.25,2.38,2.5,2.62,1.12,2.5,2.62,2.12,2,2.12,2.38,1.38,1.88,0,0.12,0.25,1,0.25,2.38,0,1.38,2.25,0.88,2.5,0.25,1.38,1,3.75,3.38,1.75,0,0,1.12,0,1.75,1.88,0.62,3.5,2.88
43-4131.00,Loan Interviewers and Clerks,4.25,4,4.25,3.75,3,2.75,3.38,3.88,3.38,3.5,3.38,3.25,3.38,2.63,2.75,3,2.5,0,2.38,2.75,2.25,0,0.13,2.88,0.13,0,0,0,0,0.13,0,0,0,0,0.75,0,0,0,0,0,3.88,2.63,1.75,0,0,0,0,2.13,2.38,0,4.25,3.25
43-4141.00,New Accounts Clerks,3.88,3.75,4,3,2.12,2.12,3.12,3.12,3,2.88,2.75,2.5,2.88,2.25,2.38,2.12,2.12,0,1.75,2.12,2.12,1.25,1.88,2.12,1.25,0,0,0,0,0.38,0,0,0,0,0.25,0,0,0,0,0,3.75,2.12,1.25,0,0,0,0,1.5,2,0,3.62,3.12
43-4151.00,Order Clerks,3.75,3.38,4.13,3,2.75,2.38,3.13,3.13,2.75,2.88,3.13,2.25,2.88,2.5,2.75,3.13,2.75,0,2.38,2.75,2.75,2.13,1.75,2.75,1.75,0.63,0.25,0,0.38,1.75,0.13,0.38,0,0,2.38,0,0.5,0,0,0,4.38,2.38,2.13,0,0,1.5,0,1.63,2.63,0,4.25,3.25
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.88,3.62,4,3.62,2.5,2.5,3.25,2.88,3,3,3,2.12,2.25,2.5,2,2.5,2.25,0,2.38,2.75,2.62,0,0,1.62,0,0,0,0,0,0.25,0,0,0,0,0.62,0,0,0,0,0,3.62,2.62,1.62,0,0,0,0,1.38,1.38,0,3,3.25
43-4171.00,Receptionists and Information Clerks,3.62,3.12,3.75,3,2.25,2.12,2.88,2.75,2.75,2.5,2.62,2.38,2.38,2.38,1.75,2.5,2.25,0.25,1.75,2.75,2.62,2,2,2.38,1.75,1.5,0.25,0.25,0.25,0.5,0.25,1.12,0,0.25,0.75,0.25,0,0,0.25,0.25,3.12,2.88,2,0,0,0.5,0.25,2,1.25,0,3.5,3
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.63,3.5,4,2.88,3.13,2.63,3.13,3.13,2.88,3.13,3.13,2.13,2.63,2.5,2.5,2.5,2.38,0.13,2,2.63,2.63,2.13,1.88,2.5,1.75,1.75,0.13,1.25,1.38,0.63,0,2.25,0.25,1.38,2.13,1.25,1.38,0,1.25,0.75,3.63,2.75,2,0,0,0,1.25,1.75,2.63,0,4.13,4
43-5011.00,Cargo and Freight Agents,4,3.62,3.88,3.12,2.38,2.38,3.25,3.12,3.12,3.25,3,2.62,2.5,2.12,1.88,2.38,2.62,0,2,3,2.62,0.75,0.75,2,0.5,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,3.25,2.62,1.62,0,0,1.25,0,0.88,2,0,3.12,3.12
43-5021.00,Couriers and Messengers,3.25,2.63,3.25,2.25,2.38,2.25,2.5,2.5,2.25,2.63,2.63,1.63,2.13,1.5,2.13,2.25,2.63,2.13,2.13,2.5,2.88,2.38,2.5,2.38,2.75,3,2.88,2.13,2.13,0.38,2.38,2.88,0.25,2,2.75,2.88,2.63,0.38,2.25,1.63,2.88,2.5,2.25,1.88,1.5,2.5,2.13,2.25,2.13,2.63,3.63,2.75
43-5031.00,"Police, Fire, and Ambulance Dispatchers",3.88,3.25,4.25,3.12,3,2.62,3.62,3.5,3.25,3.5,3.12,2.12,2.25,3,2.75,3.25,3.5,0.5,2.5,3.88,3.38,2.25,1.75,3,2.38,2,2.25,1.25,2.38,1.75,0,0.5,0.5,0.12,0.38,0.75,1.5,0,0.62,0.62,3.75,3.12,2.38,0,0,1.5,1.12,2.5,3.25,0.25,4.5,4
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3.88,3.5,4,3.38,2.62,2.62,3.5,3.5,3.5,3.25,2.88,2.38,2.38,2.75,2.62,2.5,2.75,0.38,2.5,3.12,2.5,1.5,1.38,2.38,1.62,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.62,2.62,2.38,0,0,1.25,0,2.38,2.38,0,3.5,3.75
43-5041.00,"Meter Readers, Utilities",3.25,3,3.38,2.38,2.13,2.25,2.63,2.63,2.75,2.75,2.63,1.75,2.25,2.13,2.13,2.5,2.5,2.13,2.25,2.25,2.25,2.25,2.5,2.5,2.75,2.88,3.13,2,2.75,1.88,2.13,2.38,0,1.38,2.63,1.88,3.13,0,2.25,1.38,3,2.88,3.13,1.75,1.88,2.38,2.38,2.13,2.38,1.63,2.88,2.63
43-5051.00,Postal Service Clerks,3.63,3.13,3.75,2.75,1.88,1.88,3.25,3,3,3,2.75,2.13,2.75,2,2.13,2.5,2.63,0,2.13,2.88,2.63,2.5,2.75,2.75,1.88,2.25,0.13,0,0,0.38,1.5,2.75,0,1.75,2.75,1.75,2.88,0,2.25,1,3.63,2.5,2,0,0,1.63,1.5,2.25,2.5,0,3.38,3.13
43-5052.00,Postal Service Mail Carriers,3.63,3.13,3.5,2.38,1,1.38,2.63,2.63,2.63,2.75,2.5,1.5,1.63,1,1.13,2.25,2.5,1.88,1.63,2.63,2.5,3,3,2.88,3.25,2.88,2,1.5,1.75,0.75,1.88,2.5,0,1.63,2.5,2.25,2.63,0.5,1.88,1.75,3,2.88,1.88,1.38,1.25,2.63,1.75,1.75,2,1.13,2.38,2.38
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3.25,2.88,3.25,2.13,1.5,1.63,2.38,2.5,2.13,2.38,2.75,1.38,1.63,1.5,2.13,2.13,2.38,0.25,1.5,2.63,1.63,2.25,3.13,2.63,2.75,2.75,1.75,2.25,2.38,1.88,1.38,3.25,0,1.88,2.75,1.63,2.75,0.13,2,1.13,3.63,2.13,2,0,0.13,2.38,0,1.88,1.88,0,2.63,2.63
43-5061.00,"Production, Planning, and Expediting Clerks",3.88,3.63,3.75,3.5,2.63,2.75,3.25,3.38,3.13,3.13,2.88,2.25,2.75,1.63,1.75,2.75,2.38,0,2.38,2.63,1.63,1.38,1,2,1.13,0.38,0.25,0,0.13,0.75,0.25,0,0,0,1.75,0.25,0.13,0,0,0,3.5,2.38,1.38,0,0,0.88,0,1.38,1.63,0,3.13,3.13
43-5071.00,"Shipping, Receiving, and Traffic Clerks",3.12,3,3.38,2.25,2.38,2.25,2.75,3.12,2.88,2.88,3,1.75,2.38,2,2,2.5,2.62,1.38,2.5,2.38,2.38,2.25,2.75,2.38,2.25,2.5,1.5,1.5,1.5,1.5,1.62,2.75,0,1.88,2.75,2.12,2.88,0.38,1.88,1.12,3.38,2.88,2.38,1.25,1.5,2.25,1.12,1.75,2.38,1,2.62,2.75
43-5081.01,"Stock Clerks, Sales Floor",3.25,2.63,3.75,1.75,2.38,2.63,2.75,2.63,2.25,2.75,2.75,1.5,1.75,2,0.88,0.88,2.25,1,2.5,2.25,2.25,1.5,2.25,1.25,0.88,2.13,0.38,0.13,0.38,1.13,1.13,2.38,0,1.63,3,1.75,3.25,0.75,1.88,1.5,2.75,2.25,0.88,0.13,0.38,1.25,1,0.25,1.63,0.13,2.88,2.63
43-5081.02,Marking Clerks,3.5,2.88,3.13,2.25,1.75,1.75,2.38,2.5,2.63,2.38,2.63,1.13,1.63,1.38,0.88,1.63,2,0.25,0.5,2.5,2,2.63,2.63,2.5,1.88,1.88,0.75,0.5,0.5,1.13,1.13,1.13,0,0.63,2.25,1,1.63,0,1.25,0.88,3.25,2,2,0.38,0.25,0.63,1.13,1.13,1,0.5,2.5,2.38
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",3.63,2.75,3.38,2.63,0.75,1,2.88,2.75,2.75,3,2.75,1.88,1.25,0.5,0.75,2.13,1.75,0.63,1.13,2.13,2,2.25,2.63,1.63,2.38,3.13,0.75,0.38,0.38,1.38,1.5,3,0,1.63,2.75,2.38,3.75,0.13,1.75,1,3,2.63,0.75,0,0.13,2.5,0,0.5,1.13,0,2.5,2.63
43-5081.04,"Order Fillers, Wholesale and Retail Sales",3.25,3,2.5,2.38,0.63,0.38,2.5,2.5,2.5,2.5,3,2,1.63,0.75,0.25,1.75,2,0.25,0.38,2.5,1,1.38,2.63,1.13,1,1.13,0.13,0.13,1.38,0,0.63,1.75,0.38,0,2.38,1.25,2.88,0,1.13,0,3.25,1,1,0.13,0.13,0.25,0.13,0.25,1.88,0.13,2.38,2.13
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3.5,3.13,3.38,2.75,1.88,1.88,3,3,2.75,3,3.13,2.5,2.5,2.38,2.38,3,2.63,0.13,2,3.38,2.38,2.25,2.13,2.63,2.13,1.88,0.13,0.13,2.38,0.13,1.75,1.75,0,1.63,2.5,2,1.75,0,2,1.25,3.5,2.88,2.38,0,0,0.25,0,1.88,2.63,0.75,3.25,2.5
43-6011.00,Executive Secretaries and Executive Administrative Assistants,4.12,3.75,4.12,3.75,3,2.62,3.25,3.38,3.25,3.25,3,2.5,2.62,2.88,2.5,3,2.75,0,2.12,3,2.62,0.38,0.25,2.5,0.12,0.38,0.5,0,0.12,1.62,0,0,0,0,0.12,0,0,0,0,0,4.38,3.38,2.12,0,0,0,0,2.38,2.38,0,4,3.62
43-6012.00,Legal Secretaries,3.88,3.88,3.88,3.75,2.88,2.38,3,3.38,2.88,3.12,3.12,1.75,1.75,2,2.25,2.25,2.38,0,2.12,2.25,2.12,1,1.12,2,0.75,0.5,0.12,0,0,1.88,0,0.12,0,0,1,0,0,0,0,0,4.62,2.5,1.25,0,0,0,0,1.25,0.88,0,3.75,3.12
43-6013.00,Medical Secretaries,3.75,3.25,3.75,3.12,2.12,2.12,2.88,3,2.88,2.75,2.88,2.12,2.25,2,1.62,2.12,2.5,0,1.5,2.88,2.38,1.25,1.38,2.62,1.38,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.38,2.12,1.88,0,0,0,0,1.25,1.25,0,3.25,3.25
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4,3.88,4,3.88,2.25,2,3,3.12,3,3.38,3,1.5,1.62,2.25,1.88,1.88,2,0,2,2.62,2.62,1.25,1.5,1.5,1,0.12,0.12,0,0,2,0,0,0,0,0.38,0,0,0,0,0,3.88,1.5,0.75,0,0,0.38,0,1.12,1.25,0,3.75,3.12
43-9011.00,Computer Operators,4,3.75,4.12,3.25,3.12,3,3.75,3.62,3.38,3.62,3.38,2.75,2.75,2.88,2.88,3.38,3.38,0,3.62,3.88,2.62,2.75,2.12,3.25,2.75,2,1.75,1,1.62,2.12,0,1.12,0,1.25,1.88,1,1.75,0,0.88,0.88,3.75,3.25,3.12,0,0,2,0,2.5,2.88,0.38,3.25,3.25
43-9021.00,Data Entry Keyers,3.25,3.13,3.13,2.5,2.5,2.38,2.75,2.88,2.88,3.13,3,2,2.38,2.38,2.75,3.25,2.63,0,2,2.88,2.38,2,1.88,3.5,1.75,0.13,0,1.75,1.75,3.88,0,0.25,0,0.13,2.13,0,1.88,0,0,0,4.25,2.88,1.75,0,0,1,0,1.88,2.5,0,3.63,2.75
43-9022.00,Word Processors and Typists,3.5,3.5,3.25,3,1.75,1.63,3,2.75,2.63,2.75,2.75,1.88,2.13,1.88,1.88,2.38,2.5,0,1.88,2.13,2.38,1.38,1.63,2.38,1.63,0.25,0.88,0,0.25,3.88,0.25,0,0,0,0.75,0,0.38,0,0,0,4.13,2,1.5,0,0,0,0,1.75,2,0,3,2.63
43-9031.00,Desktop Publishers,4,3.75,4,3.62,3.75,3.62,3.38,3.5,3.12,3.75,3.62,2.25,2.38,2.38,2.75,3.75,3.25,0.75,4.38,3.12,2.62,2.88,2.62,3,2.75,2.25,1.88,1.38,1.38,2.12,0.62,1.25,0,0.88,1.5,0.88,0.75,0,0.88,0.88,4.25,3.12,4.25,1.12,0.88,2.38,1.12,1.88,1.5,1,3.62,3.25
43-9041.01,Insurance Claims Clerks,3.75,3.88,4,3.38,2,1.88,2.88,3.25,3.25,3.38,2.75,2.38,2.63,2.13,1.88,2.13,2,0,1.63,2.25,1.38,1.13,1,2.13,1.38,0,0.13,0,0,0.75,0,0,0,0,0.38,0,0,0,0,0,4,1.75,1.13,0,0,0,0,1.38,1.75,0,3.75,3.25
43-9041.02,Insurance Policy Processing Clerks,4,3.75,3.88,3.38,2.5,2.25,2.88,3.12,2.88,2.88,3,3,3.38,1.75,2.25,2.5,2.75,0,2,2.5,2,1.38,1.38,2.25,1.5,0.25,0,0,0,0.12,0,0,0,0,0.12,0,0,0,0,0,4.12,2.38,1.38,0,0,0.5,0,1.62,1.25,0,3.62,3.25
